"Código","Unidade Territorial","UF","Referência","Municípios que aderiram ao Programa Criança Feliz"
"291980","MACAÚBAS","BA","02/2019","1"
"291990","MACURURÉ","BA","06/2019","1"
"291990","MACURURÉ","BA","04/2019","1"
"291990","MACURURÉ","BA","02/2019","1"
"291990","MACURURÉ","BA","01/2019","1"
"291990","MACURURÉ","BA","07/2019","1"
"291990","MACURURÉ","BA","05/2019","1"
"291990","MACURURÉ","BA","12/2018","1"
"291990","MACURURÉ","BA","09/2018","1"
"291990","MACURURÉ","BA","08/2019","1"
"291990","MACURURÉ","BA","09/2019","1"
"291990","MACURURÉ","BA","10/2019","1"
"291990","MACURURÉ","BA","11/2018","1"
"291990","MACURURÉ","BA","10/2018","1"
"291990","MACURURÉ","BA","03/2019","1"
"292000","MAIQUINIQUE","BA","04/2019","1"
"292000","MAIQUINIQUE","BA","08/2019","1"
"292000","MAIQUINIQUE","BA","09/2019","1"
"292000","MAIQUINIQUE","BA","10/2018","1"
"292000","MAIQUINIQUE","BA","09/2018","1"
"292000","MAIQUINIQUE","BA","11/2018","1"
"292000","MAIQUINIQUE","BA","03/2019","1"
"292000","MAIQUINIQUE","BA","07/2019","1"
"292000","MAIQUINIQUE","BA","02/2019","1"
"292000","MAIQUINIQUE","BA","01/2019","1"
"292000","MAIQUINIQUE","BA","06/2019","1"
"292000","MAIQUINIQUE","BA","12/2018","1"
"292000","MAIQUINIQUE","BA","05/2019","1"
"292000","MAIQUINIQUE","BA","10/2019","1"
"292010","MAIRI","BA","06/2019","1"
"292010","MAIRI","BA","10/2019","1"
"292010","MAIRI","BA","12/2018","1"
"292010","MAIRI","BA","11/2018","1"
"292010","MAIRI","BA","02/2019","1"
"292010","MAIRI","BA","09/2019","1"
"292010","MAIRI","BA","05/2019","1"
"292010","MAIRI","BA","09/2018","1"
"292010","MAIRI","BA","07/2019","1"
"292010","MAIRI","BA","03/2019","1"
"292010","MAIRI","BA","04/2019","1"
"292010","MAIRI","BA","01/2019","1"
"292010","MAIRI","BA","10/2018","1"
"292010","MAIRI","BA","08/2019","1"
"292020","MALHADA","BA","01/2019","1"
"292020","MALHADA","BA","10/2018","1"
"292020","MALHADA","BA","09/2018","1"
"292020","MALHADA","BA","08/2019","1"
"292020","MALHADA","BA","05/2019","1"
"292020","MALHADA","BA","03/2019","1"
"292020","MALHADA","BA","02/2019","1"
"292020","MALHADA","BA","11/2018","1"
"292020","MALHADA","BA","12/2018","1"
"292020","MALHADA","BA","10/2019","1"
"292020","MALHADA","BA","07/2019","1"
"292020","MALHADA","BA","06/2019","1"
"292020","MALHADA","BA","09/2019","1"
"292020","MALHADA","BA","04/2019","1"
"292030","MALHADA DE PEDRAS","BA","06/2019","1"
"292030","MALHADA DE PEDRAS","BA","12/2018","1"
"292030","MALHADA DE PEDRAS","BA","04/2019","1"
"292030","MALHADA DE PEDRAS","BA","03/2019","1"
"292030","MALHADA DE PEDRAS","BA","08/2019","1"
"292030","MALHADA DE PEDRAS","BA","05/2019","1"
"292030","MALHADA DE PEDRAS","BA","10/2019","1"
"292030","MALHADA DE PEDRAS","BA","10/2018","1"
"292030","MALHADA DE PEDRAS","BA","09/2019","1"
"292030","MALHADA DE PEDRAS","BA","01/2019","1"
"292030","MALHADA DE PEDRAS","BA","11/2018","1"
"292030","MALHADA DE PEDRAS","BA","02/2019","1"
"292030","MALHADA DE PEDRAS","BA","07/2019","1"
"292030","MALHADA DE PEDRAS","BA","09/2018","1"
"292040","MANOEL VITORINO","BA","09/2019","1"
"292040","MANOEL VITORINO","BA","06/2019","1"
"292040","MANOEL VITORINO","BA","03/2019","1"
"292040","MANOEL VITORINO","BA","01/2019","1"
"292040","MANOEL VITORINO","BA","04/2019","1"
"292040","MANOEL VITORINO","BA","05/2019","1"
"292040","MANOEL VITORINO","BA","07/2019","1"
"292040","MANOEL VITORINO","BA","08/2019","1"
"292040","MANOEL VITORINO","BA","02/2019","1"
"292040","MANOEL VITORINO","BA","10/2019","1"
"292045","MANSIDÃO","BA","09/2018","1"
"292045","MANSIDÃO","BA","12/2018","1"
"292045","MANSIDÃO","BA","10/2018","1"
"292045","MANSIDÃO","BA","01/2019","1"
"292045","MANSIDÃO","BA","10/2019","1"
"292045","MANSIDÃO","BA","02/2019","1"
"292045","MANSIDÃO","BA","09/2019","1"
"292045","MANSIDÃO","BA","05/2019","1"
"292045","MANSIDÃO","BA","11/2018","1"
"292045","MANSIDÃO","BA","06/2019","1"
"292045","MANSIDÃO","BA","03/2019","1"
"292045","MANSIDÃO","BA","04/2019","1"
"292045","MANSIDÃO","BA","07/2019","1"
"292045","MANSIDÃO","BA","08/2019","1"
"292050","MARACÁS","BA","05/2019","1"
"292050","MARACÁS","BA","07/2019","1"
"292050","MARACÁS","BA","03/2019","1"
"292050","MARACÁS","BA","04/2019","1"
"292050","MARACÁS","BA","01/2019","1"
"292050","MARACÁS","BA","06/2019","1"
"292050","MARACÁS","BA","02/2019","1"
"292050","MARACÁS","BA","08/2019","1"
"292050","MARACÁS","BA","12/2018","1"
"292050","MARACÁS","BA","09/2019","1"
"292050","MARACÁS","BA","10/2019","1"
"292060","MARAGOGIPE","BA","04/2019","1"
"292060","MARAGOGIPE","BA","01/2019","1"
"292060","MARAGOGIPE","BA","03/2019","1"
"292060","MARAGOGIPE","BA","06/2019","1"
"292060","MARAGOGIPE","BA","12/2018","1"
"292060","MARAGOGIPE","BA","07/2019","1"
"292060","MARAGOGIPE","BA","08/2019","1"
"292060","MARAGOGIPE","BA","02/2019","1"
"292060","MARAGOGIPE","BA","09/2019","1"
"292060","MARAGOGIPE","BA","05/2019","1"
"292060","MARAGOGIPE","BA","10/2019","1"
"292070","MARAÚ","BA","08/2019","1"
"292070","MARAÚ","BA","03/2019","1"
"292070","MARAÚ","BA","12/2018","1"
"292070","MARAÚ","BA","01/2019","1"
"292070","MARAÚ","BA","09/2018","1"
"292070","MARAÚ","BA","10/2019","1"
"292070","MARAÚ","BA","05/2019","1"
"292070","MARAÚ","BA","07/2019","1"
"292070","MARAÚ","BA","02/2019","1"
"292070","MARAÚ","BA","04/2019","1"
"292070","MARAÚ","BA","09/2019","1"
"292070","MARAÚ","BA","10/2018","1"
"292070","MARAÚ","BA","06/2019","1"
"292070","MARAÚ","BA","11/2018","1"
"292080","MARCIONÍLIO SOUZA","BA","12/2018","1"
"292080","MARCIONÍLIO SOUZA","BA","06/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","04/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","01/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","03/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","09/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","10/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","02/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","05/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","08/2019","1"
"292080","MARCIONÍLIO SOUZA","BA","07/2019","1"
"292090","MASCOTE","BA","09/2019","1"
"292090","MASCOTE","BA","07/2019","1"
"292090","MASCOTE","BA","04/2019","1"
"292090","MASCOTE","BA","05/2019","1"
"292090","MASCOTE","BA","09/2018","1"
"292090","MASCOTE","BA","02/2019","1"
"292090","MASCOTE","BA","06/2019","1"
"292090","MASCOTE","BA","03/2019","1"
"292090","MASCOTE","BA","10/2019","1"
"292090","MASCOTE","BA","08/2019","1"
"292090","MASCOTE","BA","10/2018","1"
"292090","MASCOTE","BA","01/2019","1"
"292090","MASCOTE","BA","11/2018","1"
"292090","MASCOTE","BA","12/2018","1"
"292100","MATA DE SÃO JOÃO","BA","12/2018","1"
"292100","MATA DE SÃO JOÃO","BA","09/2019","1"
"292100","MATA DE SÃO JOÃO","BA","06/2019","1"
"292100","MATA DE SÃO JOÃO","BA","08/2019","1"
"292100","MATA DE SÃO JOÃO","BA","07/2019","1"
"292100","MATA DE SÃO JOÃO","BA","10/2019","1"
"292100","MATA DE SÃO JOÃO","BA","04/2019","1"
"292100","MATA DE SÃO JOÃO","BA","11/2018","1"
"292100","MATA DE SÃO JOÃO","BA","09/2018","1"
"292100","MATA DE SÃO JOÃO","BA","01/2019","1"
"292100","MATA DE SÃO JOÃO","BA","03/2019","1"
"292100","MATA DE SÃO JOÃO","BA","05/2019","1"
"292100","MATA DE SÃO JOÃO","BA","02/2019","1"
"292100","MATA DE SÃO JOÃO","BA","10/2018","1"
"292110","MEDEIROS NETO","BA","11/2018","1"
"292110","MEDEIROS NETO","BA","09/2019","1"
"292110","MEDEIROS NETO","BA","10/2019","1"
"292110","MEDEIROS NETO","BA","09/2018","1"
"292110","MEDEIROS NETO","BA","02/2019","1"
"292110","MEDEIROS NETO","BA","08/2019","1"
"292110","MEDEIROS NETO","BA","04/2019","1"
"292110","MEDEIROS NETO","BA","10/2018","1"
"292110","MEDEIROS NETO","BA","01/2019","1"
"292110","MEDEIROS NETO","BA","07/2019","1"
"292110","MEDEIROS NETO","BA","12/2018","1"
"292110","MEDEIROS NETO","BA","03/2019","1"
"292110","MEDEIROS NETO","BA","05/2019","1"
"292110","MEDEIROS NETO","BA","06/2019","1"
"292130","MILAGRES","BA","07/2019","1"
"292130","MILAGRES","BA","09/2019","1"
"292130","MILAGRES","BA","10/2019","1"
"292130","MILAGRES","BA","11/2018","1"
"292130","MILAGRES","BA","04/2019","1"
"292130","MILAGRES","BA","12/2018","1"
"292130","MILAGRES","BA","03/2019","1"
"292130","MILAGRES","BA","10/2018","1"
"292130","MILAGRES","BA","02/2019","1"
"292130","MILAGRES","BA","08/2019","1"
"292130","MILAGRES","BA","06/2019","1"
"292130","MILAGRES","BA","09/2018","1"
"292130","MILAGRES","BA","05/2019","1"
"292130","MILAGRES","BA","01/2019","1"
"292140","MIRANGABA","BA","08/2019","1"
"292140","MIRANGABA","BA","10/2018","1"
"292140","MIRANGABA","BA","04/2019","1"
"292140","MIRANGABA","BA","09/2019","1"
"292140","MIRANGABA","BA","03/2019","1"
"292140","MIRANGABA","BA","06/2019","1"
"292140","MIRANGABA","BA","01/2019","1"
"292140","MIRANGABA","BA","12/2018","1"
"292140","MIRANGABA","BA","07/2019","1"
"292140","MIRANGABA","BA","10/2019","1"
"292140","MIRANGABA","BA","05/2019","1"
"292140","MIRANGABA","BA","02/2019","1"
"292140","MIRANGABA","BA","09/2018","1"
"292140","MIRANGABA","BA","11/2018","1"
"292145","MIRANTE","BA","05/2019","1"
"292145","MIRANTE","BA","07/2019","1"
"292145","MIRANTE","BA","11/2018","1"
"292145","MIRANTE","BA","10/2019","1"
"292145","MIRANTE","BA","06/2019","1"
"292145","MIRANTE","BA","01/2019","1"
"292145","MIRANTE","BA","12/2018","1"
"292145","MIRANTE","BA","10/2018","1"
"292145","MIRANTE","BA","02/2019","1"
"292145","MIRANTE","BA","08/2019","1"
"292145","MIRANTE","BA","04/2019","1"
"292145","MIRANTE","BA","09/2019","1"
"292145","MIRANTE","BA","03/2019","1"
"292145","MIRANTE","BA","09/2018","1"
"292150","MONTE SANTO","BA","07/2019","1"
"292150","MONTE SANTO","BA","06/2019","1"
"292150","MONTE SANTO","BA","04/2019","1"
"292150","MONTE SANTO","BA","03/2019","1"
"292150","MONTE SANTO","BA","08/2019","1"
"292150","MONTE SANTO","BA","09/2019","1"
"292150","MONTE SANTO","BA","10/2019","1"
"292150","MONTE SANTO","BA","05/2019","1"
"292150","MONTE SANTO","BA","01/2019","1"
"292150","MONTE SANTO","BA","11/2018","1"
"292150","MONTE SANTO","BA","09/2018","1"
"292150","MONTE SANTO","BA","10/2018","1"
"292150","MONTE SANTO","BA","12/2018","1"
"292150","MONTE SANTO","BA","02/2019","1"
"292170","MORRO DO CHAPÉU","BA","04/2019","1"
"292170","MORRO DO CHAPÉU","BA","09/2019","1"
"292170","MORRO DO CHAPÉU","BA","10/2019","1"
"292170","MORRO DO CHAPÉU","BA","10/2018","1"
"292170","MORRO DO CHAPÉU","BA","05/2019","1"
"292170","MORRO DO CHAPÉU","BA","08/2019","1"
"292170","MORRO DO CHAPÉU","BA","07/2019","1"
"292170","MORRO DO CHAPÉU","BA","01/2019","1"
"292170","MORRO DO CHAPÉU","BA","06/2019","1"
"292170","MORRO DO CHAPÉU","BA","03/2019","1"
"292170","MORRO DO CHAPÉU","BA","12/2018","1"
"292170","MORRO DO CHAPÉU","BA","11/2018","1"
"292170","MORRO DO CHAPÉU","BA","02/2019","1"
"292190","MUCUGÊ","BA","12/2018","1"
"292190","MUCUGÊ","BA","03/2019","1"
"292190","MUCUGÊ","BA","04/2019","1"
"292190","MUCUGÊ","BA","02/2019","1"
"292190","MUCUGÊ","BA","09/2018","1"
"292190","MUCUGÊ","BA","06/2019","1"
"292190","MUCUGÊ","BA","10/2018","1"
"292190","MUCUGÊ","BA","09/2019","1"
"292190","MUCUGÊ","BA","08/2019","1"
"292190","MUCUGÊ","BA","01/2019","1"
"292190","MUCUGÊ","BA","07/2019","1"
"292190","MUCUGÊ","BA","10/2019","1"
"292190","MUCUGÊ","BA","11/2018","1"
"292190","MUCUGÊ","BA","05/2019","1"
"292205","MULUNGU DO MORRO","BA","03/2019","1"
"292205","MULUNGU DO MORRO","BA","09/2018","1"
"292205","MULUNGU DO MORRO","BA","07/2019","1"
"292205","MULUNGU DO MORRO","BA","05/2019","1"
"292205","MULUNGU DO MORRO","BA","11/2018","1"
"292205","MULUNGU DO MORRO","BA","04/2019","1"
"292205","MULUNGU DO MORRO","BA","10/2018","1"
"292205","MULUNGU DO MORRO","BA","09/2019","1"
"292205","MULUNGU DO MORRO","BA","08/2019","1"
"292205","MULUNGU DO MORRO","BA","10/2019","1"
"292205","MULUNGU DO MORRO","BA","02/2019","1"
"292205","MULUNGU DO MORRO","BA","06/2019","1"
"292205","MULUNGU DO MORRO","BA","01/2019","1"
"292205","MULUNGU DO MORRO","BA","12/2018","1"
"292210","MUNDO NOVO","BA","09/2018","1"
"292210","MUNDO NOVO","BA","06/2019","1"
"292210","MUNDO NOVO","BA","08/2019","1"
"292210","MUNDO NOVO","BA","10/2019","1"
"292210","MUNDO NOVO","BA","05/2019","1"
"292210","MUNDO NOVO","BA","12/2018","1"
"292210","MUNDO NOVO","BA","11/2018","1"
"292210","MUNDO NOVO","BA","07/2019","1"
"292210","MUNDO NOVO","BA","01/2019","1"
"292210","MUNDO NOVO","BA","02/2019","1"
"292210","MUNDO NOVO","BA","03/2019","1"
"292210","MUNDO NOVO","BA","10/2018","1"
"292210","MUNDO NOVO","BA","04/2019","1"
"292210","MUNDO NOVO","BA","09/2019","1"
"292220","MUNIZ FERREIRA","BA","01/2019","1"
"292220","MUNIZ FERREIRA","BA","06/2019","1"
"292220","MUNIZ FERREIRA","BA","12/2018","1"
"292220","MUNIZ FERREIRA","BA","10/2019","1"
"292220","MUNIZ FERREIRA","BA","02/2019","1"
"292220","MUNIZ FERREIRA","BA","09/2018","1"
"292220","MUNIZ FERREIRA","BA","09/2019","1"
"292220","MUNIZ FERREIRA","BA","08/2019","1"
"292220","MUNIZ FERREIRA","BA","10/2018","1"
"292220","MUNIZ FERREIRA","BA","05/2019","1"
"292220","MUNIZ FERREIRA","BA","04/2019","1"
"292220","MUNIZ FERREIRA","BA","11/2018","1"
"292220","MUNIZ FERREIRA","BA","07/2019","1"
"292220","MUNIZ FERREIRA","BA","03/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","09/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","10/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","10/2018","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","01/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","02/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","03/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","11/2018","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","12/2018","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","06/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","09/2018","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","08/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","05/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","04/2019","1"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","07/2019","1"
"292230","MURITIBA","BA","10/2019","1"
"292230","MURITIBA","BA","11/2018","1"
"292230","MURITIBA","BA","01/2019","1"
"292230","MURITIBA","BA","03/2019","1"
"292230","MURITIBA","BA","09/2018","1"
"292230","MURITIBA","BA","02/2019","1"
"292230","MURITIBA","BA","10/2018","1"
"292230","MURITIBA","BA","07/2019","1"
"292230","MURITIBA","BA","12/2018","1"
"292230","MURITIBA","BA","06/2019","1"
"292230","MURITIBA","BA","09/2019","1"
"292230","MURITIBA","BA","08/2019","1"
"292230","MURITIBA","BA","05/2019","1"
"292230","MURITIBA","BA","04/2019","1"
"292240","MUTUÍPE","BA","01/2019","1"
"292240","MUTUÍPE","BA","03/2019","1"
"292240","MUTUÍPE","BA","12/2018","1"
"292240","MUTUÍPE","BA","08/2019","1"
"292240","MUTUÍPE","BA","05/2019","1"
"292240","MUTUÍPE","BA","09/2019","1"
"292240","MUTUÍPE","BA","04/2019","1"
"292240","MUTUÍPE","BA","02/2019","1"
"292240","MUTUÍPE","BA","11/2018","1"
"292240","MUTUÍPE","BA","10/2018","1"
"292240","MUTUÍPE","BA","09/2018","1"
"292240","MUTUÍPE","BA","06/2019","1"
"292240","MUTUÍPE","BA","07/2019","1"
"292240","MUTUÍPE","BA","10/2019","1"
"292250","NAZARÉ","BA","09/2018","1"
"292250","NAZARÉ","BA","11/2018","1"
"292250","NAZARÉ","BA","06/2019","1"
"292250","NAZARÉ","BA","03/2019","1"
"292250","NAZARÉ","BA","10/2019","1"
"292250","NAZARÉ","BA","12/2018","1"
"292250","NAZARÉ","BA","09/2019","1"
"292250","NAZARÉ","BA","07/2019","1"
"292250","NAZARÉ","BA","05/2019","1"
"292250","NAZARÉ","BA","10/2018","1"
"292250","NAZARÉ","BA","08/2019","1"
"292250","NAZARÉ","BA","04/2019","1"
"292250","NAZARÉ","BA","01/2019","1"
"292250","NAZARÉ","BA","02/2019","1"
"292260","NILO PEÇANHA","BA","07/2019","1"
"292260","NILO PEÇANHA","BA","09/2018","1"
"292260","NILO PEÇANHA","BA","08/2019","1"
"292260","NILO PEÇANHA","BA","04/2019","1"
"292260","NILO PEÇANHA","BA","05/2019","1"
"292260","NILO PEÇANHA","BA","06/2019","1"
"292260","NILO PEÇANHA","BA","11/2018","1"
"292260","NILO PEÇANHA","BA","10/2018","1"
"292260","NILO PEÇANHA","BA","02/2019","1"
"292260","NILO PEÇANHA","BA","10/2019","1"
"292260","NILO PEÇANHA","BA","09/2019","1"
"292260","NILO PEÇANHA","BA","12/2018","1"
"292260","NILO PEÇANHA","BA","03/2019","1"
"292260","NILO PEÇANHA","BA","01/2019","1"
"292265","NORDESTINA","BA","09/2019","1"
"292265","NORDESTINA","BA","10/2019","1"
"292265","NORDESTINA","BA","03/2019","1"
"292265","NORDESTINA","BA","01/2019","1"
"292265","NORDESTINA","BA","11/2018","1"
"292265","NORDESTINA","BA","04/2019","1"
"292265","NORDESTINA","BA","09/2018","1"
"292265","NORDESTINA","BA","06/2019","1"
"292265","NORDESTINA","BA","08/2019","1"
"292265","NORDESTINA","BA","05/2019","1"
"292265","NORDESTINA","BA","02/2019","1"
"292265","NORDESTINA","BA","07/2019","1"
"292265","NORDESTINA","BA","12/2018","1"
"292265","NORDESTINA","BA","10/2018","1"
"292270","NOVA CANAÃ","BA","10/2019","1"
"292270","NOVA CANAÃ","BA","10/2018","1"
"292270","NOVA CANAÃ","BA","05/2019","1"
"292270","NOVA CANAÃ","BA","11/2018","1"
"292270","NOVA CANAÃ","BA","04/2019","1"
"292270","NOVA CANAÃ","BA","09/2019","1"
"292270","NOVA CANAÃ","BA","02/2019","1"
"292270","NOVA CANAÃ","BA","08/2019","1"
"292270","NOVA CANAÃ","BA","12/2018","1"
"292270","NOVA CANAÃ","BA","03/2019","1"
"292270","NOVA CANAÃ","BA","01/2019","1"
"292270","NOVA CANAÃ","BA","07/2019","1"
"292270","NOVA CANAÃ","BA","06/2019","1"
"292270","NOVA CANAÃ","BA","09/2018","1"
"292273","NOVA FÁTIMA","BA","09/2018","1"
"292273","NOVA FÁTIMA","BA","12/2018","1"
"292273","NOVA FÁTIMA","BA","04/2019","1"
"292273","NOVA FÁTIMA","BA","05/2019","1"
"292273","NOVA FÁTIMA","BA","10/2019","1"
"292273","NOVA FÁTIMA","BA","02/2019","1"
"292273","NOVA FÁTIMA","BA","07/2019","1"
"292273","NOVA FÁTIMA","BA","03/2019","1"
"292273","NOVA FÁTIMA","BA","11/2018","1"
"292273","NOVA FÁTIMA","BA","01/2019","1"
"292273","NOVA FÁTIMA","BA","10/2018","1"
"292273","NOVA FÁTIMA","BA","06/2019","1"
"292273","NOVA FÁTIMA","BA","09/2019","1"
"292273","NOVA FÁTIMA","BA","08/2019","1"
"292275","NOVA IBIÁ","BA","07/2019","1"
"292275","NOVA IBIÁ","BA","10/2019","1"
"292275","NOVA IBIÁ","BA","11/2018","1"
"292275","NOVA IBIÁ","BA","06/2019","1"
"292275","NOVA IBIÁ","BA","05/2019","1"
"292275","NOVA IBIÁ","BA","12/2018","1"
"292275","NOVA IBIÁ","BA","03/2019","1"
"292275","NOVA IBIÁ","BA","01/2019","1"
"292275","NOVA IBIÁ","BA","02/2019","1"
"292275","NOVA IBIÁ","BA","09/2018","1"
"292275","NOVA IBIÁ","BA","08/2019","1"
"292275","NOVA IBIÁ","BA","10/2018","1"
"292275","NOVA IBIÁ","BA","04/2019","1"
"292275","NOVA IBIÁ","BA","09/2019","1"
"292280","NOVA ITARANA","BA","11/2018","1"
"292280","NOVA ITARANA","BA","08/2019","1"
"292280","NOVA ITARANA","BA","10/2019","1"
"292280","NOVA ITARANA","BA","12/2018","1"
"292280","NOVA ITARANA","BA","04/2019","1"
"292280","NOVA ITARANA","BA","09/2019","1"
"292280","NOVA ITARANA","BA","05/2019","1"
"292280","NOVA ITARANA","BA","09/2018","1"
"292280","NOVA ITARANA","BA","03/2019","1"
"292280","NOVA ITARANA","BA","10/2018","1"
"292280","NOVA ITARANA","BA","01/2019","1"
"292280","NOVA ITARANA","BA","06/2019","1"
"292280","NOVA ITARANA","BA","02/2019","1"
"292280","NOVA ITARANA","BA","07/2019","1"
"292285","NOVA REDENÇÃO","BA","08/2019","1"
"292285","NOVA REDENÇÃO","BA","10/2019","1"
"292285","NOVA REDENÇÃO","BA","06/2019","1"
"292285","NOVA REDENÇÃO","BA","12/2018","1"
"292285","NOVA REDENÇÃO","BA","07/2019","1"
"292285","NOVA REDENÇÃO","BA","09/2019","1"
"292285","NOVA REDENÇÃO","BA","04/2019","1"
"292285","NOVA REDENÇÃO","BA","05/2019","1"
"292285","NOVA REDENÇÃO","BA","11/2018","1"
"292285","NOVA REDENÇÃO","BA","10/2018","1"
"292285","NOVA REDENÇÃO","BA","01/2019","1"
"292285","NOVA REDENÇÃO","BA","03/2019","1"
"292285","NOVA REDENÇÃO","BA","02/2019","1"
"292285","NOVA REDENÇÃO","BA","09/2018","1"
"292290","NOVA SOURE","BA","01/2019","1"
"292290","NOVA SOURE","BA","04/2019","1"
"292290","NOVA SOURE","BA","08/2019","1"
"292290","NOVA SOURE","BA","10/2019","1"
"292290","NOVA SOURE","BA","12/2018","1"
"292290","NOVA SOURE","BA","09/2018","1"
"292290","NOVA SOURE","BA","02/2019","1"
"292290","NOVA SOURE","BA","06/2019","1"
"292290","NOVA SOURE","BA","03/2019","1"
"292290","NOVA SOURE","BA","11/2018","1"
"292290","NOVA SOURE","BA","09/2019","1"
"292290","NOVA SOURE","BA","07/2019","1"
"292290","NOVA SOURE","BA","05/2019","1"
"292290","NOVA SOURE","BA","10/2018","1"
"292303","NOVO HORIZONTE","BA","12/2018","1"
"292303","NOVO HORIZONTE","BA","10/2018","1"
"292303","NOVO HORIZONTE","BA","11/2018","1"
"292303","NOVO HORIZONTE","BA","08/2019","1"
"292303","NOVO HORIZONTE","BA","01/2019","1"
"292303","NOVO HORIZONTE","BA","02/2019","1"
"292303","NOVO HORIZONTE","BA","04/2019","1"
"292303","NOVO HORIZONTE","BA","03/2019","1"
"292303","NOVO HORIZONTE","BA","05/2019","1"
"292303","NOVO HORIZONTE","BA","06/2019","1"
"292303","NOVO HORIZONTE","BA","09/2018","1"
"292303","NOVO HORIZONTE","BA","07/2019","1"
"292303","NOVO HORIZONTE","BA","10/2019","1"
"292303","NOVO HORIZONTE","BA","09/2019","1"
"292305","NOVO TRIUNFO","BA","11/2018","1"
"292305","NOVO TRIUNFO","BA","06/2019","1"
"292305","NOVO TRIUNFO","BA","10/2018","1"
"292305","NOVO TRIUNFO","BA","08/2019","1"
"292305","NOVO TRIUNFO","BA","04/2019","1"
"292305","NOVO TRIUNFO","BA","10/2019","1"
"292305","NOVO TRIUNFO","BA","07/2019","1"
"292305","NOVO TRIUNFO","BA","09/2019","1"
"292305","NOVO TRIUNFO","BA","03/2019","1"
"292305","NOVO TRIUNFO","BA","12/2018","1"
"292305","NOVO TRIUNFO","BA","02/2019","1"
"292305","NOVO TRIUNFO","BA","09/2018","1"
"292305","NOVO TRIUNFO","BA","05/2019","1"
"292305","NOVO TRIUNFO","BA","01/2019","1"
"292310","OLINDINA","BA","09/2018","1"
"292310","OLINDINA","BA","01/2019","1"
"292310","OLINDINA","BA","10/2019","1"
"292310","OLINDINA","BA","12/2018","1"
"292310","OLINDINA","BA","03/2019","1"
"292310","OLINDINA","BA","11/2018","1"
"292310","OLINDINA","BA","07/2019","1"
"292310","OLINDINA","BA","02/2019","1"
"292310","OLINDINA","BA","10/2018","1"
"292310","OLINDINA","BA","08/2019","1"
"292310","OLINDINA","BA","05/2019","1"
"292310","OLINDINA","BA","09/2019","1"
"292310","OLINDINA","BA","04/2019","1"
"292310","OLINDINA","BA","06/2019","1"
"292330","OURIÇANGAS","BA","02/2019","1"
