"Código","Unidade Territorial","UF","Referência","Municípios que aderiram ao Programa Criança Feliz"
"291510","ITAGI","BA","04/2019","1"
"291510","ITAGI","BA","09/2019","1"
"291510","ITAGI","BA","12/2018","1"
"291510","ITAGI","BA","02/2019","1"
"291510","ITAGI","BA","03/2019","1"
"291510","ITAGI","BA","01/2019","1"
"291510","ITAGI","BA","10/2019","1"
"291510","ITAGI","BA","08/2019","1"
"291510","ITAGI","BA","06/2019","1"
"291510","ITAGI","BA","11/2018","1"
"291520","ITAGIBÁ","BA","05/2019","1"
"291520","ITAGIBÁ","BA","10/2018","1"
"291520","ITAGIBÁ","BA","03/2019","1"
"291520","ITAGIBÁ","BA","09/2018","1"
"291520","ITAGIBÁ","BA","06/2019","1"
"291520","ITAGIBÁ","BA","09/2019","1"
"291520","ITAGIBÁ","BA","07/2019","1"
"291520","ITAGIBÁ","BA","10/2019","1"
"291520","ITAGIBÁ","BA","11/2018","1"
"291520","ITAGIBÁ","BA","12/2018","1"
"291520","ITAGIBÁ","BA","02/2019","1"
"291520","ITAGIBÁ","BA","04/2019","1"
"291520","ITAGIBÁ","BA","08/2019","1"
"291520","ITAGIBÁ","BA","01/2019","1"
"291530","ITAGIMIRIM","BA","06/2019","1"
"291530","ITAGIMIRIM","BA","08/2019","1"
"291530","ITAGIMIRIM","BA","12/2018","1"
"291530","ITAGIMIRIM","BA","01/2019","1"
"291530","ITAGIMIRIM","BA","09/2019","1"
"291530","ITAGIMIRIM","BA","07/2019","1"
"291530","ITAGIMIRIM","BA","11/2018","1"
"291530","ITAGIMIRIM","BA","04/2019","1"
"291530","ITAGIMIRIM","BA","03/2019","1"
"291530","ITAGIMIRIM","BA","10/2018","1"
"291530","ITAGIMIRIM","BA","09/2018","1"
"291530","ITAGIMIRIM","BA","05/2019","1"
"291530","ITAGIMIRIM","BA","10/2019","1"
"291530","ITAGIMIRIM","BA","02/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","02/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","04/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","03/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","05/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","08/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","09/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","10/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","06/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","01/2019","1"
"291535","ITAGUAÇU DA BAHIA","BA","12/2018","1"
"291535","ITAGUAÇU DA BAHIA","BA","07/2019","1"
"291540","ITAJU DO COLÔNIA","BA","06/2019","1"
"291540","ITAJU DO COLÔNIA","BA","03/2019","1"
"291540","ITAJU DO COLÔNIA","BA","12/2018","1"
"291540","ITAJU DO COLÔNIA","BA","05/2019","1"
"291540","ITAJU DO COLÔNIA","BA","02/2019","1"
"291540","ITAJU DO COLÔNIA","BA","11/2018","1"
"291540","ITAJU DO COLÔNIA","BA","09/2018","1"
"291540","ITAJU DO COLÔNIA","BA","04/2019","1"
"291540","ITAJU DO COLÔNIA","BA","10/2018","1"
"291540","ITAJU DO COLÔNIA","BA","07/2019","1"
"291540","ITAJU DO COLÔNIA","BA","01/2019","1"
"291540","ITAJU DO COLÔNIA","BA","08/2019","1"
"291540","ITAJU DO COLÔNIA","BA","09/2019","1"
"291540","ITAJU DO COLÔNIA","BA","10/2019","1"
"291550","ITAJUÍPE","BA","09/2019","1"
"291550","ITAJUÍPE","BA","12/2018","1"
"291550","ITAJUÍPE","BA","07/2019","1"
"291550","ITAJUÍPE","BA","08/2019","1"
"291550","ITAJUÍPE","BA","04/2019","1"
"291550","ITAJUÍPE","BA","01/2019","1"
"291550","ITAJUÍPE","BA","06/2019","1"
"291550","ITAJUÍPE","BA","10/2018","1"
"291550","ITAJUÍPE","BA","05/2019","1"
"291550","ITAJUÍPE","BA","11/2018","1"
"291550","ITAJUÍPE","BA","09/2018","1"
"291550","ITAJUÍPE","BA","03/2019","1"
"291550","ITAJUÍPE","BA","10/2019","1"
"291550","ITAJUÍPE","BA","02/2019","1"
"291570","ITAMARI","BA","09/2018","1"
"291570","ITAMARI","BA","01/2019","1"
"291570","ITAMARI","BA","08/2019","1"
"291570","ITAMARI","BA","09/2019","1"
"291570","ITAMARI","BA","11/2018","1"
"291570","ITAMARI","BA","10/2018","1"
"291570","ITAMARI","BA","12/2018","1"
"291570","ITAMARI","BA","04/2019","1"
"291570","ITAMARI","BA","03/2019","1"
"291570","ITAMARI","BA","10/2019","1"
"291570","ITAMARI","BA","02/2019","1"
"291570","ITAMARI","BA","05/2019","1"
"291570","ITAMARI","BA","07/2019","1"
"291570","ITAMARI","BA","06/2019","1"
"291580","ITAMBÉ","BA","05/2019","1"
"291580","ITAMBÉ","BA","07/2019","1"
"291580","ITAMBÉ","BA","10/2018","1"
"291580","ITAMBÉ","BA","09/2018","1"
"291580","ITAMBÉ","BA","02/2019","1"
"291580","ITAMBÉ","BA","03/2019","1"
"291580","ITAMBÉ","BA","01/2019","1"
"291580","ITAMBÉ","BA","04/2019","1"
"291580","ITAMBÉ","BA","08/2019","1"
"291580","ITAMBÉ","BA","12/2018","1"
"291580","ITAMBÉ","BA","09/2019","1"
"291580","ITAMBÉ","BA","11/2018","1"
"291580","ITAMBÉ","BA","10/2019","1"
"291580","ITAMBÉ","BA","06/2019","1"
"291600","ITANHÉM","BA","11/2018","1"
"291600","ITANHÉM","BA","08/2019","1"
"291600","ITANHÉM","BA","01/2019","1"
"291600","ITANHÉM","BA","06/2019","1"
"291600","ITANHÉM","BA","09/2019","1"
"291600","ITANHÉM","BA","09/2018","1"
"291600","ITANHÉM","BA","12/2018","1"
"291600","ITANHÉM","BA","04/2019","1"
"291600","ITANHÉM","BA","02/2019","1"
"291600","ITANHÉM","BA","07/2019","1"
"291600","ITANHÉM","BA","10/2019","1"
"291600","ITANHÉM","BA","03/2019","1"
"291600","ITANHÉM","BA","05/2019","1"
"291600","ITANHÉM","BA","10/2018","1"
"291620","ITAPÉ","BA","11/2018","1"
"291620","ITAPÉ","BA","12/2018","1"
"291620","ITAPÉ","BA","04/2019","1"
"291620","ITAPÉ","BA","05/2019","1"
"291620","ITAPÉ","BA","07/2019","1"
"291620","ITAPÉ","BA","08/2019","1"
"291620","ITAPÉ","BA","01/2019","1"
"291620","ITAPÉ","BA","09/2019","1"
"291620","ITAPÉ","BA","06/2019","1"
"291620","ITAPÉ","BA","03/2019","1"
"291620","ITAPÉ","BA","09/2018","1"
"291620","ITAPÉ","BA","10/2019","1"
"291620","ITAPÉ","BA","02/2019","1"
"291620","ITAPÉ","BA","10/2018","1"
"291650","ITAPICURU","BA","11/2018","1"
"291650","ITAPICURU","BA","04/2019","1"
"291650","ITAPICURU","BA","10/2018","1"
"291650","ITAPICURU","BA","02/2019","1"
"291650","ITAPICURU","BA","08/2019","1"
"291650","ITAPICURU","BA","12/2018","1"
"291650","ITAPICURU","BA","03/2019","1"
"291650","ITAPICURU","BA","07/2019","1"
"291650","ITAPICURU","BA","10/2019","1"
"291650","ITAPICURU","BA","09/2019","1"
"291650","ITAPICURU","BA","09/2018","1"
"291650","ITAPICURU","BA","06/2019","1"
"291650","ITAPICURU","BA","01/2019","1"
"291650","ITAPICURU","BA","05/2019","1"
"291660","ITAPITANGA","BA","04/2019","1"
"291660","ITAPITANGA","BA","02/2019","1"
"291660","ITAPITANGA","BA","05/2019","1"
"291660","ITAPITANGA","BA","11/2018","1"
"291660","ITAPITANGA","BA","01/2019","1"
"291660","ITAPITANGA","BA","12/2018","1"
"291660","ITAPITANGA","BA","10/2018","1"
"291660","ITAPITANGA","BA","06/2019","1"
"291660","ITAPITANGA","BA","03/2019","1"
"291660","ITAPITANGA","BA","10/2019","1"
"291660","ITAPITANGA","BA","08/2019","1"
"291660","ITAPITANGA","BA","09/2019","1"
"291660","ITAPITANGA","BA","09/2018","1"
"291660","ITAPITANGA","BA","07/2019","1"
"291670","ITAQUARA","BA","11/2018","1"
"291670","ITAQUARA","BA","02/2019","1"
"291670","ITAQUARA","BA","01/2019","1"
"291670","ITAQUARA","BA","03/2019","1"
"291670","ITAQUARA","BA","06/2019","1"
"291670","ITAQUARA","BA","09/2019","1"
"291670","ITAQUARA","BA","07/2019","1"
"291670","ITAQUARA","BA","12/2018","1"
"291670","ITAQUARA","BA","08/2019","1"
"291670","ITAQUARA","BA","09/2018","1"
"291670","ITAQUARA","BA","10/2019","1"
"291670","ITAQUARA","BA","04/2019","1"
"291670","ITAQUARA","BA","10/2018","1"
"291670","ITAQUARA","BA","05/2019","1"
"291680","ITARANTIM","BA","06/2019","1"
"291680","ITARANTIM","BA","02/2019","1"
"291680","ITARANTIM","BA","10/2019","1"
"291680","ITARANTIM","BA","03/2019","1"
"291680","ITARANTIM","BA","01/2019","1"
"291680","ITARANTIM","BA","10/2018","1"
"291680","ITARANTIM","BA","09/2019","1"
"291680","ITARANTIM","BA","09/2018","1"
"291680","ITARANTIM","BA","05/2019","1"
"291680","ITARANTIM","BA","07/2019","1"
"291680","ITARANTIM","BA","11/2018","1"
"291680","ITARANTIM","BA","04/2019","1"
"291680","ITARANTIM","BA","08/2019","1"
"291680","ITARANTIM","BA","12/2018","1"
"291690","ITIRUÇU","BA","11/2018","1"
"291690","ITIRUÇU","BA","12/2018","1"
"291690","ITIRUÇU","BA","09/2019","1"
"291690","ITIRUÇU","BA","09/2018","1"
"291690","ITIRUÇU","BA","08/2019","1"
"291690","ITIRUÇU","BA","01/2019","1"
"291690","ITIRUÇU","BA","02/2019","1"
"291690","ITIRUÇU","BA","05/2019","1"
"291690","ITIRUÇU","BA","07/2019","1"
"291690","ITIRUÇU","BA","06/2019","1"
"291690","ITIRUÇU","BA","03/2019","1"
"291690","ITIRUÇU","BA","10/2018","1"
"291690","ITIRUÇU","BA","04/2019","1"
"291690","ITIRUÇU","BA","10/2019","1"
"291700","ITIÚBA","BA","11/2018","1"
"291700","ITIÚBA","BA","07/2019","1"
"291700","ITIÚBA","BA","10/2018","1"
"291700","ITIÚBA","BA","03/2019","1"
"291700","ITIÚBA","BA","08/2019","1"
"291700","ITIÚBA","BA","12/2018","1"
"291700","ITIÚBA","BA","09/2018","1"
"291700","ITIÚBA","BA","02/2019","1"
"291700","ITIÚBA","BA","04/2019","1"
"291700","ITIÚBA","BA","09/2019","1"
"291700","ITIÚBA","BA","01/2019","1"
"291700","ITIÚBA","BA","05/2019","1"
"291700","ITIÚBA","BA","10/2019","1"
"291700","ITIÚBA","BA","06/2019","1"
"291710","ITORORÓ","BA","09/2019","1"
"291710","ITORORÓ","BA","02/2019","1"
"291710","ITORORÓ","BA","06/2019","1"
"291710","ITORORÓ","BA","03/2019","1"
"291710","ITORORÓ","BA","04/2019","1"
"291710","ITORORÓ","BA","05/2019","1"
"291710","ITORORÓ","BA","01/2019","1"
"291710","ITORORÓ","BA","12/2018","1"
"291710","ITORORÓ","BA","10/2019","1"
"291710","ITORORÓ","BA","07/2019","1"
"291710","ITORORÓ","BA","08/2019","1"
"291720","ITUAÇU","BA","02/2019","1"
"291720","ITUAÇU","BA","08/2019","1"
"291720","ITUAÇU","BA","12/2018","1"
"291720","ITUAÇU","BA","05/2019","1"
"291720","ITUAÇU","BA","10/2018","1"
"291720","ITUAÇU","BA","09/2018","1"
"291720","ITUAÇU","BA","01/2019","1"
"291720","ITUAÇU","BA","11/2018","1"
"291720","ITUAÇU","BA","04/2019","1"
"291720","ITUAÇU","BA","07/2019","1"
"291720","ITUAÇU","BA","10/2019","1"
"291720","ITUAÇU","BA","03/2019","1"
"291720","ITUAÇU","BA","06/2019","1"
"291720","ITUAÇU","BA","09/2019","1"
"291730","ITUBERÁ","BA","10/2018","1"
"291730","ITUBERÁ","BA","02/2019","1"
"291730","ITUBERÁ","BA","03/2019","1"
"291730","ITUBERÁ","BA","10/2019","1"
"291730","ITUBERÁ","BA","06/2019","1"
"291730","ITUBERÁ","BA","05/2019","1"
"291730","ITUBERÁ","BA","07/2019","1"
"291730","ITUBERÁ","BA","04/2019","1"
"291730","ITUBERÁ","BA","09/2019","1"
"291730","ITUBERÁ","BA","08/2019","1"
"291730","ITUBERÁ","BA","09/2018","1"
"291730","ITUBERÁ","BA","11/2018","1"
"291730","ITUBERÁ","BA","01/2019","1"
"291730","ITUBERÁ","BA","12/2018","1"
"291740","JACARACI","BA","01/2019","1"
"291740","JACARACI","BA","12/2018","1"
"291740","JACARACI","BA","10/2019","1"
"291740","JACARACI","BA","07/2019","1"
"291740","JACARACI","BA","05/2019","1"
"291740","JACARACI","BA","09/2019","1"
"291740","JACARACI","BA","02/2019","1"
"291740","JACARACI","BA","11/2018","1"
"291740","JACARACI","BA","08/2019","1"
"291740","JACARACI","BA","04/2019","1"
"291740","JACARACI","BA","10/2018","1"
"291740","JACARACI","BA","09/2018","1"
"291740","JACARACI","BA","06/2019","1"
"291740","JACARACI","BA","03/2019","1"
"291760","JAGUAQUARA","BA","09/2018","1"
"291760","JAGUAQUARA","BA","10/2019","1"
"291760","JAGUAQUARA","BA","10/2018","1"
"291760","JAGUAQUARA","BA","03/2019","1"
"291760","JAGUAQUARA","BA","01/2019","1"
"291760","JAGUAQUARA","BA","07/2019","1"
"291760","JAGUAQUARA","BA","11/2018","1"
"291760","JAGUAQUARA","BA","02/2019","1"
"291760","JAGUAQUARA","BA","04/2019","1"
"291760","JAGUAQUARA","BA","09/2019","1"
"291760","JAGUAQUARA","BA","12/2018","1"
"291760","JAGUAQUARA","BA","08/2019","1"
"291760","JAGUAQUARA","BA","06/2019","1"
"291760","JAGUAQUARA","BA","05/2019","1"
"291770","JAGUARARI","BA","10/2019","1"
"291770","JAGUARARI","BA","01/2019","1"
"291770","JAGUARARI","BA","12/2018","1"
"291770","JAGUARARI","BA","09/2019","1"
"291770","JAGUARARI","BA","10/2018","1"
"291770","JAGUARARI","BA","08/2019","1"
"291770","JAGUARARI","BA","04/2019","1"
"291770","JAGUARARI","BA","11/2018","1"
"291770","JAGUARARI","BA","02/2019","1"
"291770","JAGUARARI","BA","09/2018","1"
"291770","JAGUARARI","BA","03/2019","1"
"291770","JAGUARARI","BA","05/2019","1"
"291770","JAGUARARI","BA","07/2019","1"
"291770","JAGUARARI","BA","06/2019","1"
"291780","JAGUARIPE","BA","09/2019","1"
"291780","JAGUARIPE","BA","08/2019","1"
"291780","JAGUARIPE","BA","07/2019","1"
"291780","JAGUARIPE","BA","06/2019","1"
"291780","JAGUARIPE","BA","04/2019","1"
"291780","JAGUARIPE","BA","05/2019","1"
"291780","JAGUARIPE","BA","03/2019","1"
"291780","JAGUARIPE","BA","02/2019","1"
"291780","JAGUARIPE","BA","01/2019","1"
"291780","JAGUARIPE","BA","10/2019","1"
"291810","JEREMOABO","BA","09/2019","1"
"291810","JEREMOABO","BA","04/2019","1"
"291810","JEREMOABO","BA","11/2018","1"
"291810","JEREMOABO","BA","03/2019","1"
"291810","JEREMOABO","BA","05/2019","1"
"291810","JEREMOABO","BA","10/2019","1"
"291810","JEREMOABO","BA","09/2018","1"
"291810","JEREMOABO","BA","02/2019","1"
"291810","JEREMOABO","BA","06/2019","1"
"291810","JEREMOABO","BA","10/2018","1"
"291810","JEREMOABO","BA","08/2019","1"
"291810","JEREMOABO","BA","12/2018","1"
"291810","JEREMOABO","BA","01/2019","1"
"291810","JEREMOABO","BA","07/2019","1"
"291820","JIQUIRIÇÁ","BA","04/2019","1"
"291820","JIQUIRIÇÁ","BA","12/2018","1"
"291820","JIQUIRIÇÁ","BA","09/2019","1"
"291820","JIQUIRIÇÁ","BA","10/2018","1"
"291820","JIQUIRIÇÁ","BA","08/2019","1"
"291820","JIQUIRIÇÁ","BA","10/2019","1"
"291820","JIQUIRIÇÁ","BA","03/2019","1"
"291820","JIQUIRIÇÁ","BA","11/2018","1"
"291820","JIQUIRIÇÁ","BA","01/2019","1"
"291820","JIQUIRIÇÁ","BA","05/2019","1"
"291820","JIQUIRIÇÁ","BA","07/2019","1"
"291820","JIQUIRIÇÁ","BA","06/2019","1"
"291820","JIQUIRIÇÁ","BA","02/2019","1"
"291830","JITAÚNA","BA","04/2019","1"
"291830","JITAÚNA","BA","01/2019","1"
"291830","JITAÚNA","BA","06/2019","1"
"291830","JITAÚNA","BA","09/2018","1"
"291830","JITAÚNA","BA","03/2019","1"
"291830","JITAÚNA","BA","12/2018","1"
"291830","JITAÚNA","BA","11/2018","1"
"291830","JITAÚNA","BA","10/2019","1"
"291830","JITAÚNA","BA","09/2019","1"
"291830","JITAÚNA","BA","10/2018","1"
"291830","JITAÚNA","BA","02/2019","1"
"291830","JITAÚNA","BA","05/2019","1"
"291830","JITAÚNA","BA","08/2019","1"
"291830","JITAÚNA","BA","07/2019","1"
"291835","JOÃO DOURADO","BA","10/2019","1"
"291835","JOÃO DOURADO","BA","04/2019","1"
"291835","JOÃO DOURADO","BA","07/2019","1"
"291835","JOÃO DOURADO","BA","10/2018","1"
"291835","JOÃO DOURADO","BA","12/2018","1"
"291835","JOÃO DOURADO","BA","02/2019","1"
"291835","JOÃO DOURADO","BA","01/2019","1"
"291835","JOÃO DOURADO","BA","09/2019","1"
"291835","JOÃO DOURADO","BA","11/2018","1"
"291835","JOÃO DOURADO","BA","03/2019","1"
"291835","JOÃO DOURADO","BA","05/2019","1"
"291835","JOÃO DOURADO","BA","09/2018","1"
"291835","JOÃO DOURADO","BA","06/2019","1"
"291835","JOÃO DOURADO","BA","08/2019","1"
"291840","JUAZEIRO","BA","06/2019","1"
"291840","JUAZEIRO","BA","10/2019","1"
"291840","JUAZEIRO","BA","10/2018","1"
"291840","JUAZEIRO","BA","05/2019","1"
"291840","JUAZEIRO","BA","08/2019","1"
"291840","JUAZEIRO","BA","02/2019","1"
"291840","JUAZEIRO","BA","12/2018","1"
"291840","JUAZEIRO","BA","09/2018","1"
"291840","JUAZEIRO","BA","07/2019","1"
"291840","JUAZEIRO","BA","01/2019","1"
"291840","JUAZEIRO","BA","11/2018","1"
"291840","JUAZEIRO","BA","03/2019","1"
"291840","JUAZEIRO","BA","09/2019","1"
"291840","JUAZEIRO","BA","04/2019","1"
"291850","JUSSARA","BA","02/2019","1"
"291850","JUSSARA","BA","05/2019","1"
"291850","JUSSARA","BA","10/2018","1"
"291850","JUSSARA","BA","04/2019","1"
"291850","JUSSARA","BA","09/2019","1"
"291850","JUSSARA","BA","09/2018","1"
"291850","JUSSARA","BA","07/2019","1"
"291850","JUSSARA","BA","12/2018","1"
"291850","JUSSARA","BA","08/2019","1"
"291850","JUSSARA","BA","10/2019","1"
"291850","JUSSARA","BA","03/2019","1"
"291850","JUSSARA","BA","11/2018","1"
"291850","JUSSARA","BA","01/2019","1"
"291850","JUSSARA","BA","06/2019","1"
"291855","JUSSARI","BA","11/2018","1"
"291855","JUSSARI","BA","01/2019","1"
"291855","JUSSARI","BA","05/2019","1"
"291855","JUSSARI","BA","02/2019","1"
"291855","JUSSARI","BA","09/2019","1"
"291855","JUSSARI","BA","04/2019","1"
"291855","JUSSARI","BA","10/2018","1"
"291855","JUSSARI","BA","06/2019","1"
"291855","JUSSARI","BA","08/2019","1"
"291855","JUSSARI","BA","12/2018","1"
"291855","JUSSARI","BA","09/2018","1"
"291855","JUSSARI","BA","07/2019","1"
"291855","JUSSARI","BA","10/2019","1"
"291855","JUSSARI","BA","03/2019","1"
"291860","JUSSIAPE","BA","07/2019","1"
"291860","JUSSIAPE","BA","11/2018","1"
"291860","JUSSIAPE","BA","03/2019","1"
"291860","JUSSIAPE","BA","01/2019","1"
"291860","JUSSIAPE","BA","05/2019","1"
"291860","JUSSIAPE","BA","10/2019","1"
"291860","JUSSIAPE","BA","09/2018","1"
"291860","JUSSIAPE","BA","04/2019","1"
"291860","JUSSIAPE","BA","10/2018","1"
"291860","JUSSIAPE","BA","02/2019","1"
"291860","JUSSIAPE","BA","12/2018","1"
"291860","JUSSIAPE","BA","06/2019","1"
"291860","JUSSIAPE","BA","09/2019","1"
"291860","JUSSIAPE","BA","08/2019","1"
"291880","LAJE","BA","02/2019","1"
"291880","LAJE","BA","11/2018","1"
"291880","LAJE","BA","08/2019","1"
"291880","LAJE","BA","09/2018","1"
"291880","LAJE","BA","06/2019","1"
"291880","LAJE","BA","10/2018","1"
"291880","LAJE","BA","07/2019","1"
"291880","LAJE","BA","05/2019","1"
"291880","LAJE","BA","03/2019","1"
"291880","LAJE","BA","10/2019","1"
"291880","LAJE","BA","12/2018","1"
"291880","LAJE","BA","09/2019","1"
"291880","LAJE","BA","04/2019","1"
"291880","LAJE","BA","01/2019","1"
"291890","LAJEDÃO","BA","05/2019","1"
"291890","LAJEDÃO","BA","10/2018","1"
"291890","LAJEDÃO","BA","08/2019","1"
"291890","LAJEDÃO","BA","09/2018","1"
"291890","LAJEDÃO","BA","09/2019","1"
"291890","LAJEDÃO","BA","04/2019","1"
"291890","LAJEDÃO","BA","07/2019","1"
"291890","LAJEDÃO","BA","11/2018","1"
"291890","LAJEDÃO","BA","01/2019","1"
"291890","LAJEDÃO","BA","10/2019","1"
"291890","LAJEDÃO","BA","03/2019","1"
"291890","LAJEDÃO","BA","12/2018","1"
"291890","LAJEDÃO","BA","02/2019","1"
"291890","LAJEDÃO","BA","06/2019","1"
"291900","LAJEDINHO","BA","09/2019","1"
"291900","LAJEDINHO","BA","05/2019","1"
"291900","LAJEDINHO","BA","12/2018","1"
"291900","LAJEDINHO","BA","11/2018","1"
"291900","LAJEDINHO","BA","02/2019","1"
"291900","LAJEDINHO","BA","04/2019","1"
"291900","LAJEDINHO","BA","08/2019","1"
"291900","LAJEDINHO","BA","07/2019","1"
"291900","LAJEDINHO","BA","10/2019","1"
"291900","LAJEDINHO","BA","03/2019","1"
"291900","LAJEDINHO","BA","09/2018","1"
"291900","LAJEDINHO","BA","01/2019","1"
"291900","LAJEDINHO","BA","06/2019","1"
"291900","LAJEDINHO","BA","10/2018","1"
"291905","LAJEDO DO TABOCAL","BA","09/2018","1"
"291905","LAJEDO DO TABOCAL","BA","04/2019","1"
"291905","LAJEDO DO TABOCAL","BA","03/2019","1"
"291905","LAJEDO DO TABOCAL","BA","05/2019","1"
"291905","LAJEDO DO TABOCAL","BA","10/2018","1"
"291905","LAJEDO DO TABOCAL","BA","08/2019","1"
"291905","LAJEDO DO TABOCAL","BA","06/2019","1"
"291905","LAJEDO DO TABOCAL","BA","02/2019","1"
"291905","LAJEDO DO TABOCAL","BA","10/2019","1"
"291905","LAJEDO DO TABOCAL","BA","11/2018","1"
"291905","LAJEDO DO TABOCAL","BA","12/2018","1"
"291905","LAJEDO DO TABOCAL","BA","01/2019","1"
"291905","LAJEDO DO TABOCAL","BA","07/2019","1"
"291905","LAJEDO DO TABOCAL","BA","09/2019","1"
"291910","LAMARÃO","BA","09/2019","1"
"291910","LAMARÃO","BA","02/2019","1"
"291910","LAMARÃO","BA","03/2019","1"
"291910","LAMARÃO","BA","10/2019","1"
"291910","LAMARÃO","BA","09/2018","1"
"291910","LAMARÃO","BA","07/2019","1"
"291910","LAMARÃO","BA","08/2019","1"
"291910","LAMARÃO","BA","11/2018","1"
"291910","LAMARÃO","BA","06/2019","1"
"291910","LAMARÃO","BA","10/2018","1"
"291910","LAMARÃO","BA","04/2019","1"
"291910","LAMARÃO","BA","12/2018","1"
"291910","LAMARÃO","BA","01/2019","1"
"291910","LAMARÃO","BA","05/2019","1"
"291915","LAPÃO","BA","07/2019","1"
"291915","LAPÃO","BA","04/2019","1"
"291915","LAPÃO","BA","02/2019","1"
"291915","LAPÃO","BA","08/2019","1"
"291915","LAPÃO","BA","09/2018","1"
"291915","LAPÃO","BA","06/2019","1"
"291915","LAPÃO","BA","10/2019","1"
"291915","LAPÃO","BA","10/2018","1"
"291915","LAPÃO","BA","12/2018","1"
"291915","LAPÃO","BA","01/2019","1"
"291915","LAPÃO","BA","03/2019","1"
"291915","LAPÃO","BA","09/2019","1"
"291915","LAPÃO","BA","11/2018","1"
"291915","LAPÃO","BA","05/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","03/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","07/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","09/2018","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","04/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","09/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","11/2018","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","02/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","01/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","12/2018","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","06/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","10/2018","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","10/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","05/2019","1"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","08/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","06/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","12/2018","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","11/2018","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","10/2018","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","01/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","07/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","08/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","03/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","09/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","09/2018","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","02/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","05/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","04/2019","1"
"291955","LUÍS EDUARDO MAGALHÃES","BA","10/2019","1"
"291960","MACAJUBA","BA","09/2019","1"
"291960","MACAJUBA","BA","05/2019","1"
"291960","MACAJUBA","BA","08/2019","1"
"291960","MACAJUBA","BA","01/2019","1"
"291960","MACAJUBA","BA","03/2019","1"
"291960","MACAJUBA","BA","09/2018","1"
"291960","MACAJUBA","BA","10/2018","1"
"291960","MACAJUBA","BA","04/2019","1"
"291960","MACAJUBA","BA","12/2018","1"
"291960","MACAJUBA","BA","11/2018","1"
"291960","MACAJUBA","BA","10/2019","1"
"291960","MACAJUBA","BA","06/2019","1"
"291960","MACAJUBA","BA","07/2019","1"
"291960","MACAJUBA","BA","02/2019","1"
"291970","MACARANI","BA","11/2018","1"
"291970","MACARANI","BA","10/2019","1"
"291970","MACARANI","BA","10/2018","1"
"291970","MACARANI","BA","12/2018","1"
"291970","MACARANI","BA","05/2019","1"
"291970","MACARANI","BA","03/2019","1"
"291970","MACARANI","BA","01/2019","1"
"291970","MACARANI","BA","02/2019","1"
"291970","MACARANI","BA","06/2019","1"
"291970","MACARANI","BA","09/2018","1"
"291970","MACARANI","BA","08/2019","1"
"291970","MACARANI","BA","09/2019","1"
"291970","MACARANI","BA","04/2019","1"
"291970","MACARANI","BA","07/2019","1"
"291980","MACAÚBAS","BA","12/2018","1"
"291980","MACAÚBAS","BA","01/2019","1"
"291980","MACAÚBAS","BA","03/2019","1"
"291980","MACAÚBAS","BA","06/2019","1"
"291980","MACAÚBAS","BA","07/2019","1"
"291980","MACAÚBAS","BA","05/2019","1"
"291980","MACAÚBAS","BA","04/2019","1"
"291980","MACAÚBAS","BA","09/2019","1"
"291980","MACAÚBAS","BA","10/2019","1"
"291980","MACAÚBAS","BA","08/2019","1"
